0,1,2,3
6260,190,4298,4
4030,200,1723,195
3116,32,2016,321
270,42,2016,160
1617,137,3642,282
3179,200,2588,135
4529,21,2463,227
6789,71,287,203
4722,9,2357,332
4313,63,5945,93
3578,177,4542,277
2220,5,4298,150
4050,71,5156,346
3840,93,4753,247
3890,37,5945,147
5436,83,995,356
4062,93,3270,103
3798,93,6758,232
6525,20,4493,59
5047,105,7113,29
4803,93,7015,106
5066,32,6260,175
884,32,6254,264
5885,137,4314,206
2875,93,596,26
2357,158,4627,250
1169,190,5042,261
5107,18,6648,295
2684,182,1084,246
4953,137,4989,302
3890,200,5945,193
5229,93,3490,276
5419,21,5945,129
213,158,6412,96
4944,190,2661,221
2658,32,6186,104
4542,105,3483,170
1487,38,5839,364
6628,37,1077,291
2963,190,995,207
4489,32,3642,353
3977,200,98,136
4633,176,5651,46
4409,105,6663,320
5042,93,4646,34
852,93,4753,318
2958,200,617,255
4946,106,819,29
4298,138,1017,312
113,164,5637,138
4888,32,2777,192
3481,64,4753,299
5111,9,5042,75
6260,9,3642,230
3016,37,217,223
5042,137,4298,3
4997,164,2085,191
5382,20,4542,118
5003,20,5945,360
4989,26,6432,172
205,32,750,353
6505,105,5832,231
1388,93,6124,261
3976,20,2463,181
5506,153,4298,170
3098,37,1830,215
4313,115,5945,328
4953,32,4989,19
4753,158,2820,354
4016,20,6837,180
2348,93,2317,298
1731,93,4515,177
3797,115,6895,62
441,115,3098,293
2935,115,3382,88
273,64,3415,70
2803,177,4542,146
1910,204,2575,143
448,32,4753,73
2659,106,2915,201
3345,158,6432,282
1427,93,1904,292
6432,2,5866,15
2680,93,450,207
5945,164,165,269
5661,200,1500,203
3141,3,3002,247
4409,37,5945,345
213,158,6412,85
3578,20,3587,211
6432,80,7075,133
5699,137,1862,63
4129,93,3009,321
6124,132,4515,24
5945,20,4409,238
4243,93,2846,93
165,20,4409,11
3890,18,5945,204
4946,3,4542,173
1383,164,4865,352
5428,137,5897,223
6432,190,5839,196
6925,3,773,9
5019,171,1644,139
4865,137,3968,101
3164,38,6260,283
6738,9,5428,115
2317,80,4753,116
5702,93,5047,302
5042,20,5602,184
153,93,1989,322
6432,9,2463,289
6531,190,5839,50
4893,20,3655,71
5480,93,4992,12
3895,20,6801,324
2661,52,5042,285
2593,129,3623,21
6168,93,1334,109
5945,20,4409,301
4542,3,6310,127
5122,32,3281,171
2311,32,751,316
5866,32,4584,208
3623,151,2593,88
4865,83,6364,19
2546,93,4409,177
5042,83,5602,137
3281,137,4484,108
5602,137,5278,360
6592,32,6035,39
2774,37,857,358
1478,115,6540,28
5602,166,5042,145
4753,158,6234,130
6578,3,3578,39
2867,137,873,287
1139,93,3673,254
3755,37,5045,330
4243,20,2696,132
4222,32,3354,280
3002,105,2546,27
3890,200,5945,71
5162,93,5042,90
695,18,4542,269
6432,105,2570,10
5480,93,5382,73
5602,38,5839,11
6578,3,3578,21
3708,160,4742,291
6260,32,1904,243
2359,106,6426,205
5042,227,2696,307
5945,137,1046,156
5480,93,2849,244
5949,93,3445,147
4753,133,638,336
5042,227,4139,98
5202,204,3164,357
334,37,6591,202
1712,93,3820,334
6260,52,4865,316
4584,32,4865,23
4953,32,4989,101
281,93,6628,48
2481,93,3767,184
2963,75,4847,66
2408,37,346,232
5602,158,4152,293
4953,133,4865,135
3379,32,4443,274
1070,93,4753,100
4391,190,2661,31
2307,93,2104,146
6168,32,6744,57
995,83,5839,182
4298,158,2110,228
7113,199,2016,260
2600,180,783,103
219,32,4227,134
73,180,808,323
1346,93,643,59
4542,164,2853,119
3749,132,1838,75
4722,32,835,132
3116,158,5775,44
5866,93,4753,77
3060,32,6012,142
4085,164,4853,125
4529,93,1590,316
6767,93,6426,35
4314,93,2696,294
6553,3,5661,216
3331,137,2927,309
3098,158,2101,306
2963,158,5246,340
4753,158,5839,48
3124,37,1487,328
6399,37,4497,301
5596,115,490,21
6857,115,1655,326
4584,2,3164,225
1876,32,5284,93
4131,200,2008,185
5839,158,5042,18
2159,93,5351,29
3925,93,4409,231
3932,83,4365,119
2016,200,3116,215
2357,37,797,304
5839,164,2661,51
4865,133,4753,318
2601,42,5981,9
835,103,2566,249
5042,81,4298,32
4498,115,5957,120
5428,9,6260,342
3635,200,1159,67
995,133,2696,144
5042,190,2661,205
1487,9,4753,322
4549,20,2665,50
6964,32,6801,215
2575,32,1322,322
4398,71,4793,260
3976,38,4883,34
5945,20,4793,246
5945,108,3890,306
5839,158,4646,262
4584,26,4753,147
3199,20,160,261
5751,93,5723,188
463,158,3442,63
5042,32,6258,38
7035,160,3002,28
2542,137,4081,261
552,20,2696,59
5945,3,3878,32
2173,190,1615,281
2419,180,3147,223
1989,32,2317,81
5602,156,2661,96
6432,80,1942,149
695,200,4542,164
2661,83,5602,96
5506,115,2927,352
2661,158,1878,176
160,3,4374,147
751,158,4584,18
4131,200,2923,107
3462,106,270,21
5136,20,5945,302
4865,130,3639,262
5284,9,4735,289
6124,71,6168,280
2661,158,5602,263
6695,93,6260,230
4753,204,3745,3
3506,160,2463,343
6051,9,2696,114
3124,37,1487,354
4753,137,2696,205
5694,216,4122,86
3361,115,638,79
102,32,2869,30
6849,93,569,241
5774,93,4865,283
4946,190,5047,285
4883,164,1590,190
2222,83,6703,98
6426,18,346,77
2875,32,3458,223
5913,9,6969,161
3506,93,6117,100
5957,200,4463,132
209,163,356,310
5804,32,6703,93
4558,20,4742,242
4298,106,4914,186
3098,37,1830,280
3843,32,5957,101
3900,93,5602,300
2458,115,4131,257
3882,32,6488,221
4895,93,5042,29
3662,93,6529,263
2357,32,5042,332
1869,93,3795,209
472,93,2911,278
6789,20,3481,84
3814,93,3639,139
2311,9,5827,354
5602,37,1487,215
1904,9,4580,251
2820,32,6260,276
2317,164,2661,257
5298,129,2696,20
1963,204,4099,47
2994,20,3416,304
1062,80,4753,280
5178,117,4167,267
5047,204,1520,111
1909,9,2357,364
6744,93,4753,139
1617,93,77,305
5042,158,5788,294
638,105,903,139
4409,133,1600,156
5547,93,6150,248
3734,20,1334,137
6432,20,5866,246
5774,93,2441,247
3602,169,4753,184
5887,93,1262,74
4407,20,751,152
5602,164,2661,4
648,93,5359,113
1598,9,1468,116
490,200,1159,39
4085,2,4953,19
4735,9,4584,187
4235,190,3965,18
1432,45,5866,94
6801,204,4753,24
4871,38,5996,21
4314,32,1673,290
2159,106,2640,166
5428,93,3164,357
6476,137,5971,214
289,137,366,348
2602,93,3965,162
4161,190,5602,298
4131,16,3252,326
6432,190,6205,274
4298,158,835,310
4739,83,5439,110
6243,115,3187,18
6432,32,4989,75
2712,164,4542,127
3162,216,6168,60
302,93,1206,97
2357,158,3098,222
4129,3,1055,337
3164,9,726,140
3458,3,596,341
2696,32,4753,221
7120,32,153,113
5839,158,4646,182
3331,93,5928,47
6744,32,586,57
1604,3,4030,142
164,93,6364,126
1417,20,4742,301
1378,37,3526,259
6479,20,1648,232
3506,180,4167,208
345,93,3587,144
3574,194,3002,5
6442,177,3002,35
1360,20,3578,221
552,93,4753,202
4742,38,99,131
6524,164,6205,107
220,32,3926,263
552,93,2696,133
3890,93,4409,314
5792,20,1431,144
4865,83,1169,328
3578,164,6578,364
3164,204,6260,245
459,93,6837,2
6578,37,3578,30
6455,135,1386,248
4472,93,3445,351
4683,9,3116,241
6100,9,1838,253
6758,83,2016,39
463,137,2058,291
4742,182,5636,153
5970,164,5107,80
2030,174,3049,303
882,32,6767,95
1889,149,270,91
3118,37,5796,196
4152,93,2016,10
4529,20,1019,71
4176,132,2054,289
4584,32,6478,236
98,32,302,360
5526,38,4422,42
2712,37,4542,164
1265,37,7003,282
3506,160,2463,154
3445,158,6260,291
1187,20,1041,42
718,115,1655,190
5042,227,5602,212
2357,93,5042,296
2590,203,5996,270
5602,20,5042,0
2159,93,334,314
6260,2,3164,303
2357,133,2016,315
4371,37,1084,342
895,93,5042,310
3612,106,6556,189
4529,32,3976,103
4542,132,4992,256
2601,153,5981,17
4646,83,5834,28
5602,32,5042,293
6205,158,5946,266
3049,105,1321,195
4946,93,4992,2
3680,133,5173,49
5998,18,6906,24
925,93,4030,235
4222,199,2963,42
2480,93,4513,147
4515,133,4753,209
1046,20,3890,163
5042,33,3116,36
1322,32,2263,163
5298,203,665,112
4646,190,4865,236
2350,115,4542,132
219,93,4753,333
2923,224,6795,265
5436,158,2779,60
6887,20,4914,213
4953,32,5448,66
552,137,4753,222
2595,32,751,354
552,137,2409,298
2774,200,718,64
1334,159,6001,214
1346,20,6402,261
4152,20,4742,192
3575,9,2844,362
3800,32,6445,156
5047,158,5745,299
2470,115,1581,330
1237,190,1431,340
1598,137,3011,361
4152,93,2016,324
6837,93,884,311
3708,93,2016,92
4885,158,5693,264
2661,158,4724,22
6432,93,2696,85
4423,93,1316,201
1904,190,6100,308
4989,158,1262,262
922,149,6171,251
6733,105,5042,257
508,144,5243,182
4542,38,1712,250
5382,20,4542,10
2290,164,4542,34
1590,83,2085,308
5042,38,5047,268
6260,106,3164,118
4152,32,3462,141
218,32,2696,81
3270,115,3187,151
165,32,4409,101
6168,93,1334,317
6260,20,1904,309
5945,164,1365,360
2828,103,4647,74
3797,129,2696,85
6432,32,4989,326
4737,93,2577,220
1120,164,5945,287
270,163,2954,198
3164,32,4865,144
3164,26,6260,209
5983,20,4409,360
5945,115,3156,140
165,164,430,96
1427,190,4871,241
6432,30,5042,56
6432,93,529,77
4577,18,6560,49
1923,32,2848,178
6239,204,4735,43
5042,145,5602,360
5976,190,5602,60
3538,93,4030,185
1933,93,4865,257
3483,93,6186,317
910,93,2458,2
2593,115,3623,25
2696,158,398,261
6432,9,2357,328
4198,93,4753,267
5945,3,4409,224
5042,158,5439,281
5042,32,4865,16
5699,2,74,149
819,32,2798,158
3642,93,2696,230
4525,93,4865,308
6432,137,4298,297
1564,137,6765,260
4030,20,3984,160
751,93,1904,306
472,32,2205,211
1321,132,3049,310
4735,93,5613,207
4474,93,1813,32
1062,32,1322,305
1287,216,4129,311
5602,37,5006,280
213,20,390,72
2954,190,5602,271
532,93,5047,96
5953,20,4542,278
1665,93,5019,288
2566,83,835,307
884,42,1925,171
3766,93,1045,202
6260,190,5042,115
2463,15,1590,348
3379,3,3270,292
2444,63,3049,48
4865,158,2187,353
5047,9,5602,64
1322,71,5428,263
4946,137,4542,142
5341,20,5176,349
345,93,6578,183
2389,115,3797,1
6803,115,4298,29
991,3,5095,302
399,93,4753,154
2851,216,4243,24
4753,137,5593,191
6186,183,4542,9
6260,93,3164,188
4646,106,5042,267
6680,3,6268,291
4735,93,5042,202
5839,93,3082,140
2419,93,2546,51
6211,93,5839,331
750,93,4409,134
2734,93,3117,82
2357,158,186,334
3164,93,5428,137
1100,38,5913,347
5042,93,3502,48
1931,93,2016,285
6260,9,487,206
1086,32,1853,351
6377,32,5699,285
6643,18,6648,98
5042,9,3795,122
5674,93,5042,239
1488,106,6242,0
2963,190,4391,190
2338,93,1992,130
6423,71,5698,355
3976,93,1590,66
2820,93,4865,154
226,129,4030,92
5042,158,6432,72
696,93,5866,271
6432,38,6150,36
1875,204,1629,170
4646,26,4865,330
4584,38,3164,188
165,20,4409,60
6432,20,3281,292
4753,45,925,3
5945,20,1120,136
2181,137,4107,269
5945,32,1884,171
270,142,6977,208
4489,93,4753,36
3506,37,2463,286
227,190,3116,114
1001,20,4992,62
3176,32,1515,269
302,137,6241,132
2205,190,4753,333
4313,3,5945,278
5042,26,4865,308
5042,164,5602,360
5354,164,2811,118
6432,9,5356,356
5053,137,462,273
2661,71,5839,290
2419,106,5945,60
6703,199,2222,281
4859,69,213,227
1825,20,6479,55
6124,133,2696,43
5922,93,2016,251
1287,20,1020,51
4152,106,3669,68
2342,32,2232,42
5839,20,2661,120
428,93,2311,284
5436,133,2181,209
1830,18,4131,114
4209,9,3164,26
638,158,4851,215
5970,177,4542,110
6529,164,6801,276
4409,204,3795,264
2317,20,2310,118
4542,182,6310,16
6316,32,988,276
617,117,4577,332
1617,9,3642,146
6529,32,5302,164
2357,111,1507,13
4647,93,6552,319
2419,163,5945,262
1206,164,3814,183
4989,9,5941,316
2392,93,1091,281
5816,20,4542,163
6432,9,5839,198
5475,93,6241,103
648,37,3578,94
4163,93,4023,141
1507,200,441,205
2642,137,5246,0
2311,9,2963,171
4722,190,5042,160
5866,93,3281,28
5983,64,3878,55
6789,93,638,325
1546,93,2518,63
3451,136,4933,89
1169,93,205,122
735,3,4498,346
4753,83,2696,195
5897,83,3269,215
5518,103,1206,191
2016,137,5042,151
835,32,6725,261
3187,164,4443,41
6654,2,2546,224
6578,37,3578,1
5866,26,6432,114
1032,190,5602,257
750,106,5945,338
2014,93,3098,211
3164,32,6260,113
1376,93,2222,234
6578,37,3578,231
448,158,74,189
3574,93,3141,217
6228,38,3164,357
584,32,302,157
3230,93,910,87
4170,190,2311,313
4398,20,4632,32
1045,115,2927,304
5831,93,995,19
5981,110,2601,143
6583,32,5747,269
4946,71,6186,332
4584,137,6695,326
3116,158,3715,307
4532,71,660,304
2463,11,1590,291
2116,105,5029,359
5933,15,5111,281
5162,20,5216,77
5838,200,2345,246
4997,20,2463,271
5368,93,2579,203
891,93,2696,247
5434,37,901,51
4146,115,2642,88
4542,177,5970,13
5370,190,638,16
3578,115,6578,322
3506,32,6483,1
2566,190,4298,100
4019,20,5723,312
6686,93,4484,201
6211,3,995,53
441,18,3230,212
4313,63,5945,328
6432,32,5866,137
6432,190,638,112
4152,93,3462,226
1617,9,5510,197
5672,93,5042,51
5402,190,4824,267
4753,204,638,341
3814,160,5723,340
2263,2,5613,59
3578,3,6578,342
995,20,4544,93
2357,83,5042,210
4865,158,792,286
5450,32,3192,108
4016,190,2311,221
3578,64,2274,215
5664,204,6432,234
2422,115,490,348
6578,37,3587,193
4131,105,5047,348
4542,38,3709,121
4515,105,751,81
5042,158,2803,217
6117,3,1590,263
508,93,4409,184
3432,93,990,67
3903,177,2391,170
1973,32,2942,19
1321,180,3049,11
4584,93,4753,83
4793,77,4409,345
5945,20,873,154
2575,38,2875,264
2601,93,5981,254
1526,93,4865,143
4842,20,5434,11
5945,20,4409,220
1546,65,831,287
638,83,5602,180
552,106,3535,31
5470,71,4513,112
609,32,4360,303
4008,137,5806,71
903,158,1032,246
5042,71,3098,117
3642,190,5996,342
34,20,2550,86
6186,78,4542,149
1617,32,3642,70
6260,93,3164,82
6260,20,5042,173
195,63,5945,197
5470,71,4513,154
1655,122,3281,324
2317,158,4735,265
522,137,6478,226
4170,32,6349,340
2963,158,3542,37
4501,93,5839,224
4753,137,552,167
3587,117,6578,182
2840,32,6281,351
5042,3,5047,238
3164,204,5423,287
6432,32,3415,319
638,93,5883,363
1662,93,4584,320
4545,37,410,197
5661,3,2854,124
1526,93,4753,268
3476,3,289,170
3506,93,1590,102
5747,93,5602,269
2696,3,552,283
1449,93,1590,191
5136,20,5945,30
2688,32,4525,353
4243,20,1066,323
774,190,6964,325
3659,9,4753,303
5674,20,5602,153
4646,105,5042,66
3763,105,6793,292
2661,9,5602,66
4030,200,2317,275
5300,137,5897,183
6260,9,5510,56
2546,201,5945,245
2539,32,6104,21
2087,93,4240,348
4584,9,1923,129
995,215,2696,192
6432,137,153,126
4581,32,3642,131
6356,32,2468,221
5042,15,2016,72
4159,37,5945,178
3506,37,4167,308
2696,93,6096,320
3890,177,5945,49
3795,37,346,352
3895,37,113,24
5042,158,5156,167
6837,9,4129,103
2054,20,3382,336
4946,93,4992,228
3179,93,4473,283
7084,20,3794,352
1578,137,3715,163
2661,184,2317,205
6432,215,2696,97
4152,20,2098,206
2408,106,3795,246
2840,93,5602,353
5069,204,1963,309
5731,93,2963,254
2720,129,1023,97
3164,20,4865,69
2371,37,1487,308
4244,9,903,262
5953,194,4542,84
1973,32,2942,320
2575,158,4342,183
4027,93,4,277
6695,9,5047,21
6741,38,3642,116
2661,190,5839,118
2419,137,750,20
3828,93,6432,265
3500,164,2546,183
4753,20,1617,151
5602,133,2696,222
3164,93,2661,319
4584,204,751,257
2696,158,4584,269
5042,190,5839,136
175,93,633,26
5448,190,3458,28
4409,20,5945,51
4542,3,5382,40
3977,37,516,158
5042,133,2222,148
5839,147,2661,210
3415,32,6432,36
2706,93,5828,3
4298,137,2927,61
5922,93,3462,75
5839,83,995,229
5470,20,4513,144
2205,93,1379,42
6733,21,4753,141
5602,204,5042,34
5550,32,552,215
1115,190,5839,97
2441,75,4475,353
4584,2,5866,70
4753,33,6964,206
6583,9,5042,297
5459,117,4542,51
609,93,3179,22
5803,20,5945,0
5042,37,3337,166
552,93,1898,26
3445,93,3098,188
5188,83,3333,316
155,71,2067,264
6587,93,1353,292
609,93,3179,201
4646,32,4955,203
1862,158,4804,22
5047,38,2016,185
217,164,3623,302
5298,129,2696,171
1402,9,1262,139
489,32,4559,219
3229,93,5066,168
1539,164,5450,51
4079,93,6260,22
4525,32,4735,359
1487,20,114,122
4152,20,4742,163
2181,38,6124,29
4646,20,4298,241
925,188,638,209
6695,38,1923,42
1655,18,718,141
3890,63,5945,197
6209,32,2484,202
6782,32,774,326
2875,32,7035,138
5436,33,5839,335
3721,93,1346,354
6578,37,3578,228
4646,137,2357,192
3642,93,2696,225
835,190,4298,0
6806,32,6260,27
3355,83,3446,239
5078,26,2875,113
5217,20,3808,134
5423,137,4753,363
5478,32,6703,230
3415,190,3445,302
617,42,2311,101
1862,137,4298,295
4946,3,4542,186
1115,190,2661,273
5804,190,2222,319
2281,93,2371,360
5945,105,185,285
1999,93,532,107
5674,93,5042,144
2696,93,2056,158
2632,18,5828,83
6260,190,4865,145
3408,85,2357,84
5019,189,3623,128
6102,9,5974,102
5244,93,995,178
4542,64,1959,18
3968,9,2222,39
3976,93,1590,187
6432,227,6168,235
5428,93,4692,86
6260,9,6168,154
4178,1,4989,109
848,32,2812,112
2361,200,617,87
4060,3,4542,360
3458,9,3684,294
2303,18,5839,146
1655,164,6686,187
3930,93,1862,12
2915,93,5101,54
6260,137,4735,353
4584,26,5866,23
5866,32,6432,134
3976,93,1590,204
1898,93,6432,55
3890,200,5945,225
2079,93,4013,220
6432,9,2357,198
5602,9,995,69
2067,164,6184,277
3814,32,2182,325
3179,149,2588,342
5042,20,5602,77
6256,18,1779,177
5647,164,5470,332
925,3,6822,249
1959,196,4992,10
3164,93,1173,247
3164,32,1236,276
4409,38,5945,296
5713,164,6695,67
3965,158,6601,181
1363,93,5839,7
4989,9,1383,6
2222,158,4584,49
6067,200,6015,253
3918,32,4845,332
213,158,2079,184
5318,111,3331,182
2706,164,6986,70
835,83,2566,230
2408,120,6426,346
3164,9,3238,190
3451,200,2696,103
6168,64,1334,71
4391,190,2222,302
4542,71,6672,165
4646,32,5699,236
1617,32,6981,227
5661,200,1500,221
995,83,5042,293
220,93,3506,100
2441,158,2446,10
552,190,4753,302
3483,93,1112,347
3535,115,5298,345
4542,164,5808,192
5699,32,6005,258
3517,137,611,50
2963,38,2181,269
1589,137,7056,88
6789,93,5042,85
573,20,2774,143
5428,93,3164,326
1904,9,3560,308
4542,38,995,272
771,93,3098,194
5839,106,5602,261
4198,93,4753,207
1046,32,3673,294
1718,37,4542,163
3795,37,664,139
1964,227,4542,68
74,93,1334,191
4949,93,4758,270
1703,137,5957,152
6297,32,57,286
4992,177,4542,309
3229,93,4298,187
213,93,1723,205
4646,20,783,338
808,96,4523,325
2601,42,5981,51
5550,204,4753,3
2696,204,4222,234
4742,184,2016,354
333,32,1302,330
185,20,195,129
1767,75,6705,66
2204,26,926,91
5602,9,6432,149
3098,37,1830,244
5945,164,2546,229
3462,189,4742,325
4542,9,5953,148
1054,32,4138,236
891,32,3642,177
5602,64,4865,129
4752,137,5423,220
4946,93,1950,327
213,133,4865,201
5382,37,4542,112
750,93,3878,359
6424,20,4793,269
3012,20,1039,224
4542,71,5953,48
6260,9,2963,125
5042,9,4095,298
2735,93,6334,150
894,188,3754,253
334,37,1610,349
2174,93,6541,5
5866,137,4953,212
6168,111,2927,91
5428,32,6228,357
448,83,4753,343
842,137,2202,353
2661,97,894,197
153,93,4544,251
1070,93,4753,287
4742,64,2016,98
519,137,5047,119
2696,158,2409,298
3458,86,6168,23
5510,158,3642,60
4409,160,3878,27
2750,38,2883,155
1923,190,4895,4
4865,158,3164,188
5381,20,5945,346
4210,224,3578,8
3642,227,4753,160
5625,18,6364,179
3506,65,2463,113
799,180,366,38
6837,83,884,250
334,38,2963,37
1087,93,6691,163
5664,32,6725,267
599,227,4753,332
5949,32,4584,130
492,32,5791,163
489,137,4992,305
2391,3,2684,200
532,93,5047,116
5839,83,3795,306
3009,137,6680,278
4753,158,6239,88
3098,158,3415,261
6483,93,4259,57
3321,37,1866,314
430,63,5945,319
2812,32,848,112
4030,200,2463,287
2853,32,1712,79
2408,37,346,211
2371,37,5006,305
1427,32,2065,114
3578,115,6578,267
3270,18,3187,346
5112,20,4807,295
6310,3,4542,194
1201,93,5602,3
1749,93,4992,4
1834,42,57,261
6171,42,922,328
5042,83,3715,95
674,32,1884,257
3164,2,4584,53
1050,37,1487,350
1712,38,4542,197
121,32,2546,140
3110,37,5661,243
113,164,1566,93
5602,133,5839,342
2343,32,1846,203
4865,158,6260,23
6478,93,3164,42
2087,93,4478,348
2463,106,1590,10
6578,200,3578,262
6432,204,751,254
1712,20,4542,203
3098,93,659,332
6483,93,3506,324
4542,18,6648,78
3798,20,6544,83
3642,64,4753,193
2807,20,6540,129
4277,83,3823,255
6260,204,4646,301
2724,32,6578,83
6260,164,5042,93
5298,115,2696,83
4753,133,5510,127
688,153,4539,13
6260,190,4298,158
2317,137,2911,360
5298,63,113,194
1032,9,638,152
5602,105,5042,228
6695,2,6260,313
2317,20,1058,309
6241,164,516,8
2927,200,6803,110
5082,32,113,310
3865,115,5981,230
2355,9,4646,28
399,164,1617,323
1909,49,2357,309
1999,20,5047,262
4170,2,5074,253
4409,71,5945,191
2963,105,448,32
1846,32,2343,114
4251,137,2119,234
1959,20,4992,95
1645,71,552,202
6648,9,4542,355
3483,164,4542,61
5047,133,3795,173
6591,164,6463,111
3225,227,6023,13
5602,133,4753,356
5066,20,4298,220
5382,38,4542,78
4865,136,2476,66
5382,132,4542,293
4542,125,5953,190
4076,65,4140,153
3423,93,3890,313
7084,20,5042,182
5033,93,3116,306
6733,93,4753,206
995,32,4865,192
4646,190,5839,326
5151,32,302,309
3675,93,2441,124
4953,2,4989,194
6695,93,5602,83
6481,105,671,280
4264,115,3382,69
5413,137,6521,43
751,32,6260,191
3642,93,3795,362
4374,101,5578,42
2939,32,6789,81
284,9,5602,3
5506,115,2927,123
4722,9,5602,214
1139,93,1884,285
3458,32,2033,287
2661,132,4944,240
6432,32,4953,282
516,117,3828,353
891,93,6986,38
774,137,1741,210
5839,32,5602,92
2696,137,4753,334
5792,140,1265,171
4865,200,2696,24
6068,137,5923,118
964,93,4030,356
1842,204,3814,22
5620,93,2417,88
4989,32,4953,148
5619,190,5042,37
5792,93,1334,285
1100,137,5042,133
6098,93,2222,275
1999,93,5047,42
5971,190,6703,257
3164,93,1322,147
4558,194,4742,152
4771,20,113,238
5433,32,4507,326
6432,9,5042,359
2600,32,5699,231
1041,3,3578,27
4409,32,165,101
925,202,5047,280
4409,93,3878,22
113,32,5082,310
6260,20,3164,24
6813,32,1311,211
2317,189,4409,60
6524,32,2820,259
4584,20,586,223
836,0,2332,132
4584,2,3164,268
750,93,3890,352
6364,20,2391,8
3795,97,1279,116
2317,20,3743,37
5743,93,2276,294
4391,190,5839,205
3814,126,4101,252
6260,9,3642,56
836,32,3415,139
1770,164,213,311
5866,93,4753,45
5042,137,6124,287
925,3,5499,49
5866,137,5728,172
6578,180,3578,175
6260,227,2942,364
6695,85,4865,181
4542,164,1648,148
2661,63,3754,291
5602,32,2661,182
3506,37,2463,115
6578,180,4798,32
6432,177,4753,336
4865,137,2317,69
2350,18,4542,132
5839,85,2661,20
2588,153,3179,268
1500,115,5222,203
1107,93,5890,157
6330,3,289,271
5042,225,3337,263
2955,158,3814,135
2082,93,271,319
5816,13,4542,214
3098,64,5042,238
4903,38,4542,40
4008,106,264,141
5033,26,2016,176
6423,37,4541,351
1494,42,2391,301
5480,93,2853,4
3811,190,5042,135
4542,9,4946,347
5042,32,3795,185
1265,93,5883,357
1285,164,586,334
1050,93,4648,67
4492,164,6260,227
490,37,604,353
5839,164,5042,21
6260,9,3642,118
750,20,5945,330
3049,206,6795,192
5945,3,4409,156
2542,93,3994,56
819,20,4542,163
4846,93,6580,197
6280,93,4936,355
3642,9,3164,355
6260,32,3164,230
1526,93,4753,355
2658,164,1492,325
5945,3,2546,202
3642,93,4753,126
5945,20,4793,304
3281,32,5042,118
759,190,1862,75
5840,164,3578,291
3710,9,356,104
4277,32,5116,297
1561,106,1005,135
1554,37,3187,178
3164,9,4752,272
165,93,750,273
3407,18,113,273
6260,190,3116,4
5981,18,6884,52
6578,65,3578,203
4946,159,6701,9
5042,9,3715,164
2545,20,1500,77
4542,106,5630,14
1903,115,3476,13
5866,103,5358,291
4867,93,5156,318
2566,32,6432,221
3052,200,375,110
3011,2,7111,0
5029,20,3049,288
1146,9,6801,239
4944,9,2661,232
5751,20,4544,206
2408,37,346,29
5042,190,2661,136
3116,158,6432,34
4753,83,6801,275
4542,3,4946,330
3481,20,4865,96
5382,37,4542,8
4603,115,3506,354
6205,190,4865,1
3635,32,4989,179
5042,64,5723,340
2098,170,2016,355
5945,20,4793,84
2774,37,857,131
3230,200,3098,152
5042,133,5047,12
4753,158,2263,54
3483,200,5953,345
6844,204,2610,204
6556,93,3967,1
2575,227,4797,291
3164,190,5042,46
4584,164,5866,137
3116,158,3715,20
2661,97,368,82
2712,38,3382,324
5382,37,4542,143
1342,9,5042,282
5042,200,4408,23
4419,93,4865,341
5961,115,3623,114
1713,32,3401,343
1321,180,3049,136
2016,180,4742,240
3804,129,4443,114
5949,3,1655,237
2463,20,1590,287
2463,164,3976,360
5620,93,2927,336
213,158,6260,7
3139,137,5378,83
2318,9,1862,75
3445,93,5476,195
1923,32,2181,230
6432,32,3415,36
5042,105,5839,220
751,93,3476,269
4513,32,2110,320
5953,20,4542,93
5945,20,2419,161
356,3,6432,109
6882,65,6591,349
3230,93,3098,153
5078,9,1262,347
291,63,113,147
5945,20,4793,10
6964,158,6593,7
6211,140,4661,23
1226,32,6837,330
2104,204,5933,47
3124,93,2711,251
4895,137,4885,230
5042,164,5602,122
3345,158,3976,52
1321,37,3049,178
2593,132,3623,121
5602,204,5839,203
552,32,2696,152
6831,9,4515,68
4409,21,5945,141
6578,132,3587,360
7028,3,4409,251
2016,158,5047,350
3708,225,2016,196
1655,18,2911,351
3445,26,1461,122
6110,93,2744,242
3360,9,4753,198
4991,227,3049,265
6703,93,2222,67
1090,32,2688,262
1466,93,3201,181
914,2,1427,282
4542,20,5382,354
769,37,1650,245
1921,115,346,114
4932,164,1484,24
4529,3,2463,44
6377,9,5796,296
6168,26,1923,95
6044,20,5945,96
3462,200,4742,275
2181,20,264,6
4008,32,1896,104
3994,93,1206,298
5602,164,5042,185
1553,190,3795,123
3164,26,6260,214
4889,93,563,363
4489,20,3269,248
182,93,3058,21
4542,105,4060,88
4414,93,3500,226
4152,126,4558,147
1046,93,4409,11
1468,133,4753,182
399,93,4753,135
4646,9,4895,185
4004,189,4844,18
750,20,165,44
5945,20,4409,77
6432,9,5042,167
5042,9,4753,183
5803,93,1382,102
6364,32,1023,52
6798,9,5839,30
5610,32,1884,336
289,32,3281,249
5382,177,4542,8
5042,106,2104,22
4646,9,4885,60
1617,190,5996,187
2463,13,220,308
6578,3,3578,339
5674,93,5602,23
6364,158,2875,191
153,20,617,198
4004,9,5042,332
3307,3,1084,341
2007,93,1484,300
4532,93,1590,130
5382,196,4542,215
1338,106,3623,289
5585,115,5945,81
3642,93,4753,311
